128 0.38 0.02
64 0.371 0.004
56 0.38 0.02
48 0.345 0.003
40 0.313 0.003
36 0.289 0.005
32 0.277 0.004
28 0.267 0.003
24 0.275 0.002
20 0.27 0.003
16 0.277 0.003
