128 0.2 0.02
64 0.249 0.008
56 0.233 0.008
48 0.22 0.01
40 0.22 0.01
36 0.2 0.01
32 0.19 0.01
28 0.2 0.01
24 0.222 0.01
20 0.25 0.01
16 0.29 0.01
