128 0.153 0.005
64 0.158 0.005
56 0.167 0.005
48 0.175 0.009
40 0.19 0.01
36 0.2 0.01
32 0.22 0.01
28 0.25 0.02
24 0.29 0.01
20 0.35 0.02
16 0.45 0.02
