128 0.36 0.04
64 0.356 0.005
56 0.36 0.02
48 0.339 0.005
40 0.318 0.002
36 0.301 0.003
32 0.294 0.003
28 0.285 0.003
24 0.292 0.002
20 0.286 0.002
16 0.291 0.003
