128 0.17 0.05
64 0.136 0.008
56 0.154 0.007
48 0.159 0.009
40 0.17 0.01
36 0.19 0.01
32 0.21 0.01
28 0.24 0.02
24 0.29 0.01
20 0.35 0.02
16 0.44 0.02
