128 0.33 0.02
64 0.105 0.006
56 0.12 0.02
48 0.116 0.009
40 0.13 0.006
36 0.12 0.01
32 0.127 0.004
28 0.138 0.003
24 0.151 0.004
20 0.167 0.003
16 0.194 0.004
