128 0.169 0.005
64 0.175 0.005
56 0.182 0.006
48 0.19 0.009
40 0.2 0.01
36 0.21 0.01
32 0.26 0.01
28 0.25 0.02
24 0.29 0.01
20 0.35 0.02
16 0.45 0.02
