128 0.24 0.03
64 0.18 0.03
56 0.2 0.03
48 0.172 0.003
40 0.14 0.004
36 0.121 0.005
32 0.124 0.003
28 0.125 0.007
24 0.138 0.004
20 0.147 0.004
16 0.171 0.005
