128 0.138 0.009
64 0.135 0.003
56 0.132 0.002
48 0.131 0.002
40 0.128 0.001
36 0.129 0.007
32 0.131 0.002
28 0.14 0.006
24 0.156 0.004
20 0.166 0.004
16 0.189 0.005
