128 0.41 0.03
64 0.38 0.01
56 0.39 0.03
48 0.332 0.005
40 0.297 0.005
36 0.273 0.006
32 0.263 0.005
28 0.253 0.004
24 0.261 0.002
20 0.254 0.003
16 0.261 0.003
