128 0.166 0.002
64 0.1669 0.0007
56 0.168 0.002
48 0.1681 0.0009
40 0.165 0.002
36 0.153 0.001
32 0.151 0.001
28 0.152 0.006
24 0.163 0.003
20 0.171 0.004
16 0.192 0.005
