128 0.164 0.009 -0.0 0.0
64 0.2 0.1 -0.005 0.003
56 0.2 0.1 -0.009 0.004
48 0.22 0.08 -0.024 0.007
40 0.21 0.02 -0.07 0.01
36 0.21 0.02 -0.19 0.02
32 0.22 0.03 -0.29 0.02
28 0.25 0.03 -0.33 0.03
24 0.27 0.03 -0.32 0.02
20 0.32 0.03 -0.37 0.02
16 0.37 0.03 -0.4 0.03
