128 0.55 0.04
64 0.55 0.02
56 0.54 0.06
48 0.52 0.08
40 0.3 0.02
36 0.24 0.02
32 0.21 0.01
28 0.19 0.01
24 0.191 0.007
20 0.177 0.006
16 0.2 0.01
