128 0.151 0.007
64 0.1502 0.0008
56 0.152 0.002
48 0.1505 0.0009
40 0.148 0.002
36 0.137 0.002
32 0.139 0.002
28 0.144 0.006
24 0.158 0.004
20 0.167 0.004
16 0.19 0.005
