128 0.28 0.02 -0.0 0.0
64 0.34 0.05 -0.0 0.0
56 0.36 0.05 -0.0 0.0
48 0.39 0.05 -0.0 0.0
40 0.42 0.07 -0.0 0.0
36 0.45 0.04 -0.0 0.0
32 0.4 0.08 -0.0005 0.0002
28 0.46 0.09 -0.001 0.0003
24 0.5 0.1 -0.002 0.0006
20 0.6 0.1 -0.0 0.0
16 0.6 0.2 -0.005 0.001
