128 0.56 0.03
64 0.55 0.03
56 0.53 0.08
48 0.5 0.1
40 0.26 0.01
36 0.21 0.02
32 0.18 0.02
28 0.16 0.01
24 0.171 0.006
20 0.16 0.006
16 0.19 0.01
