128 0.398 0.009
64 0.366 0.004
56 0.37 0.02
48 0.347 0.005
40 0.322 0.003
36 0.305 0.004
32 0.296 0.003
28 0.286 0.003
24 0.291 0.002
20 0.283 0.003
16 0.287 0.003
