128 0.2 0.02
64 0.188 0.004
56 0.195 0.005
48 0.198 0.005
40 0.196 0.005
36 0.179 0.008
32 0.181 0.008
28 0.197 0.007
24 0.233 0.007
20 0.287 0.008
16 0.363 0.009
