128 0.286 0.007
64 0.27 0.03
56 0.3 0.1
48 0.15 0.02
40 0.147 0.006
36 0.158 0.005
32 0.201 0.008
28 0.23 0.03
24 0.234 0.007
20 0.288 0.009
16 0.365 0.009
