128 0.041 0.005
64 0.043 0.006
56 0.044 0.007
48 0.048 0.006
40 0.052 0.005
36 0.061 0.003
32 0.094 0.005
28 0.155 0.006
24 0.211 0.008
20 0.293 0.009
16 0.39 0.01
