128 0.26 0.04
64 0.21 0.02
56 0.2 0.02
48 0.182 0.005
40 0.146 0.003
36 0.127 0.003
32 0.122 0.005
28 0.124 0.008
24 0.137 0.004
20 0.146 0.004
16 0.17 0.005
