128 0.56 0.02
64 0.583 0.006
56 0.577 0.007
48 0.562 0.008
40 0.565 0.008
36 0.51 0.02
32 0.48 0.01
28 0.47 0.02
24 0.46 0.01
20 0.46 0.02
16 0.6 0.1
