128 0.6 0.02
64 0.6 0.01
56 0.546 0.01
48 0.6 0.06
40 0.6 0.08
36 0.39 0.03
32 0.35 0.02
28 0.33 0.02
24 0.32 0.02
20 0.33 0.03
16 0.33 0.02
