128 0.381 0.007
64 0.4 0.01
56 0.4 0.02
48 0.395 0.008
40 0.397 0.008
36 0.37 0.01
32 0.37 0.01
28 0.38 0.01
24 0.39 0.01
20 0.41 0.01
16 0.44 0.01
