128 0.322 0.002
64 0.329 0.005
56 0.334 0.005
48 0.341 0.008
40 0.35 0.009
36 0.35 0.01
32 0.37 0.01
28 0.38 0.01
24 0.41 0.01
20 0.46 0.01
16 0.53 0.01
