128 0.4 0.02
64 0.364 0.003
56 0.37 0.02
48 0.34 0.007
40 0.314 0.004
36 0.297 0.004
32 0.29 0.004
28 0.278 0.003
24 0.282 0.002
20 0.273 0.003
16 0.277 0.003
