128 0.13 0.009
64 0.144 0.008
56 0.15 0.01
48 0.141 0.005
40 0.133 0.002
36 0.115 0.002
32 0.115 0.002
28 0.124 0.005
24 0.151 0.003
20 0.167 0.003
16 0.195 0.004
