128 0.2 0.1 -0.0 0.0
64 0.27 0.06 -0.0 0.0
56 0.28 0.04 -0.0 0.0
48 0.31 0.04 -0.0 0.0
40 0.37 0.03 -0.0 0.0
36 0.39 0.02 -0.0 0.0
32 0.43 0.02 -0.0 0.0
28 0.46 0.01 -0.0 0.0
24 0.47 0.01 -0.0037 0.0001
20 0.7 0.1 -0.0043 0.0002
16 0.7 0.1 -0.009 0.004
