128 0.25 0.01
64 0.222 0.007
56 0.216 0.007
48 0.222 0.007
40 0.221 0.008
36 0.203 0.01
32 0.21 0.01
28 0.228 0.009
24 0.261 0.01
20 0.3 0.01
16 0.36 0.01
