128 0.038 0.002
64 0.038 0.003
56 0.039 0.004
48 0.039 0.007
40 0.0437 0.0004
36 0.04 0.01
32 0.07 0.004
28 0.102 0.006
24 0.139 0.004
20 0.162 0.004
16 0.192 0.004
