128 0.11 0.1 0.003 0.008
64 0.2 0.2 0.14 0.06
56 0.2 0.1 0.21 0.07
48 0.19 0.1 0.32 0.07
40 0.19 0.04 0.48 0.06
36 0.21 0.04 0.51 0.04
32 0.24 0.04 0.45 0.03
28 0.27 0.04 0.42 0.03
24 0.3 0.04 0.41 0.02
20 0.36 0.04 0.42 0.02
16 0.42 0.04 0.45 0.02
