128 0.566 0.005 -0.0 0.0
64 0.572 0.008 -0.0 0.0
56 0.58 0.01 -0.0 0.0
48 0.576 0.007 -0.0 0.0
40 0.58 0.01 -0.0 0.0
36 0.579 0.01 -0.0 0.0
32 0.568 0.007 -0.0 0.0
28 0.52 0.1 -0.0012 0.0001
24 0.546 0.006 -0.0 0.0
20 0.553 0.004 -0.0 0.0
16 0.52 0.01 -0.0474 0.0003
