128 0.16 0.03
64 0.168 0.009
56 0.164 0.006
48 0.175 0.006
40 0.169 0.006
36 0.153 0.005
32 0.199 0.004
28 0.18 0.009
24 0.231 0.007
20 0.287 0.008
16 0.364 0.009
