128 0.2 0.04
64 0.247 0.005
56 0.221 0.009
48 0.209 0.009
40 0.212 0.01
36 0.19 0.01
32 0.2 0.01
28 0.2 0.01
24 0.224 0.01
20 0.25 0.01
16 0.29 0.01
