128 0.22 0.02 0.0 0.0
64 0.27 0.09 -0.0004 0.0002
56 0.26 0.05 -0.0012 0.0003
48 0.24 0.02 -0.0035 0.0004
40 0.25 0.02 -0.017 0.002
36 0.25 0.03 -0.048 0.005
32 0.25 0.03 -0.092 0.006
28 0.27 0.03 -0.146 0.009
24 0.29 0.03 -0.205 0.008
20 0.35 0.02 -0.296 0.01
16 0.42 0.03 -0.37 0.01
