128 0.4 0.1 0.0 0.0
64 0.31 0.08 -0.0 0.0
56 0.3 0.05 -0.0 0.0
48 0.4 0.2 -0.0 0.0
40 0.38 0.03 -0.0 0.0
36 0.4 0.03 -0.0 0.0
32 0.42 0.03 -0.0 0.0
28 0.46 0.02 -0.0 0.0
24 0.47 0.02 -0.0032 0.0002
20 0.59 0.09 -0.0051 0.0004
16 0.6 0.1 -0.009 0.003
